ts,close_y,close_x,spread,zscore,return_y,log_return_y,roll_mean_20,roll_std_20,volatility_20,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,bb_upper,bb_lower,bb_width,rsi_14,macd,macd_signal,macd_hist,vwap,volume,vol_zscore,lag_ret_1,lag_spread_1,lag_zscore_1,lag_ret_2,lag_spread_2,lag_zscore_2,lag_ret_3,lag_spread_3,lag_zscore_3,future_ret_1,future_ret_3,future_ret_10,label_long,label_short,label_neutral
2025-12-08 07:45:41,91541.9,,,,-5.297839628393142e-05,-5.297979968865718e-05,,,,91551.55,91552.81350126295,,91557.52529965281,,91562.94066541789,,91565.51267882113,,,,,-5.268271618537256,-3.683272344093429,-1.5849992744438266,,,,-9.131112397764429e-05,,,1.0922384441336419e-07,,,0.0,,,1.0923959425923613e-07,0.0,0.0,0,0,0
2025-12-08 07:45:42,91541.91,,,,1.0923959425923613e-07,1.0923958804198719e-07,,,,91550.929,91550.83104648786,,91556.0381282573,,91562.11593344071,,91565.0452990425,,,,,-5.842982424714137,-4.11521436021757,-1.7277680644965665,,,,-5.297839628393142e-05,,,-9.131112397764429e-05,,,1.0922384441336419e-07,,,-1.0923958226882746e-07,1.0923959425923613e-07,-1.4419626422346177e-05,0,0,0
2025-12-08 07:45:43,91541.9,,,,-1.0923958226882746e-07,-1.0923958804198719e-07,,,,91550.308,91549.20721985369,,91554.69163985185,,91561.32315173716,,91564.58697628918,,,,,-6.227465450341697,-4.537664578242396,-1.6898008720993012,,,,1.0923959425923613e-07,,,-5.297839628393142e-05,,,-9.131112397764429e-05,,,0.0,0.0,-0.00011142599271274367,0,0,0
2025-12-08 07:45:44,91541.9,,,,0.0,0.0,,,,91548.988,91547.87863442574,,91553.47338843739,,91560.56145951217,,91564.13772923395,,,,,-6.457730322828866,-4.92167772715969,-1.536052595669176,,,,-1.0923958226882746e-07,,,1.0923959425923613e-07,,,-5.297839628393142e-05,,,1.0923959425923613e-07,-1.0923958226882746e-07,2.8624375862928986e-05,0,0,0
2025-12-08 07:45:45,91541.91,,,,1.0923959425923613e-07,1.0923958804198719e-07,,,,91547.669,91546.79342816651,,91552.37211334812,,91559.83002972738,,91563.69757617981,,,,17.243070885479952,-6.5637471850641305,-5.250091618740578,-1.3136555663235523,,,,0.0,,,-1.0923958226882746e-07,,,1.0923959425923613e-07,,,0.0,0.0,1.0925021576291272e-07,0,0,0
2025-12-08 07:45:46,91541.91,,,,0.0,0.0,,,,91546.349,91545.90553213622,,91551.37572160068,,91559.12728346356,,91563.26613902774,,,,34.68179575731094,-6.572008291550446,-5.514474953302552,-1.057533338247894,,,,1.0923959425923613e-07,,,0.0,,,-1.0923958226882746e-07,,,-1.0923958226882746e-07,0.0,0.00024133370026846457,0,0,0
2025-12-08 07:45:47,91541.9,,,,-1.0923958226882746e-07,-1.0923958804198719e-07,,,,91545.02900000001,91545.177253566,,91550.47327192442,,91558.4517037199,,91562.84304716579,,,,34.681795757286054,-6.5043837078264914,-5.712456704207341,-0.7919270036191506,,,,0.0,,,1.0923959425923613e-07,,,0.0,,,0.0,0.0,-3.669921173155011e-05,0,0,0
2025-12-08 07:45:48,91541.9,,,,0.0,0.0,,,,91543.709,91544.58138928127,,91549.65676983638,,91557.80261729952,,91562.42833336053,,,,0.3012048193378405,-6.377277453269926,-5.845420854019858,-0.5318565992500677,,,,-1.0923958226882746e-07,,,0.0,,,1.0923959425923613e-07,,,0.0,0.0,-0.00013500562632673407,0,0,0
2025-12-08 07:45:49,91541.9,,,,0.0,0.0,,,,91542.388,91544.0938639574,,91548.91802985196,,91557.17898524855,,91562.02183170982,,,,0.3012048193378405,-6.205017254353152,-5.917340134086517,-0.2876771202666344,,,,0.0,,,-1.0923958226882746e-07,,,0.0,,,0.0,-1.4419626422346177e-05,0.0001199483763163478,0,0,0
2025-12-08 07:45:50,91541.9,,,,0.0,0.0,91548.0625,7.612917605869877,34.046002547659995,91541.903,91543.69497960151,91548.0625,91548.24964605655,,91556.57980935645,,91561.62337959676,91563.28833521174,91532.83666478826,30.451670423470205,0.22607385089158072,-5.99934311270772,-5.933740729810758,-0.0656023828969623,,,,0.0,,,0.0,,,-1.0923958226882746e-07,,,0.0,-0.00011142599271274367,0.0,0,0,0
2025-12-08 07:45:51,91541.9,,,,0.0,0.0,91546.72649999999,5.986130702680062,26.7707903467824,91541.903,91543.36861967396,91546.72649999999,91547.64491786069,,91556.00413055817,,91561.23281762454,91558.69876140535,91534.75423859463,23.944522810721537,0.22624434399170923,-5.76983382095932,-5.9009593480404705,0.13112552708115022,,,,0.0,,,0.0,,,0.0,,,-1.4419626422346177e-05,2.8624375862928986e-05,0.0,0,0,0
2025-12-08 07:45:52,91540.58,,,,-1.4419626422346177e-05,-1.4419730385739626e-05,91546.3495,6.129465053510609,27.411801050718218,91541.76999999999,91542.86159791505,91546.3495,91546.97206854062,,91555.39926269314,,91560.8238509389,91558.60843010702,91534.09056989297,24.517860214051325,0.20576131696381594,-5.629564902104903,-5.846680458853357,0.21711555674845417,,,,0.0,,,0.0,,,0.0,,,-0.00011142599271274367,1.0925021576291272e-07,-8.738359958404551e-06,0,0,0
2025-12-08 07:45:53,91530.38,,,,-0.00011142599271274367,-0.00011143220105047646,91545.46299999999,7.071233124062776,31.623515900305144,91540.61799999999,91540.59221647594,91545.46299999999,91545.39187153675,,91554.41811513655,,91560.22100240547,91559.60546624812,91531.32053375186,28.28493249625899,0.08074283414856609,-6.269188228907296,-5.931182012864145,-0.3380062160431514,,,,-1.4419626422346177e-05,,,0.0,,,0.0,,,2.8624375862928986e-05,0.00024133370026846457,6.051367150217146e-05,0,0,0
2025-12-08 07:45:54,91533.0,,,,2.8624375862928986e-05,2.8623966192853345e-05,91544.35800000001,7.211389091686532,32.2503124424231,91539.728,91539.2118134803,91544.35800000001,91544.21169329515,,91553.57818905276,,91559.68197265486,91558.78077818338,91529.93522181663,28.845556366752135,13.872832369995237,-6.489871026496985,-6.042919815590714,-0.44695121090627143,,,,-0.00011142599271274367,,,-1.4419626422346177e-05,,,0.0,,,1.0925021576291272e-07,-3.669921173155011e-05,1.0922384441336419e-07,0,0,0
2025-12-08 07:45:55,91533.01,,,,1.0925021576291272e-07,1.092502106558868e-07,91543.25349999999,7.171092022112264,32.070098468698895,91538.838,91538.08421102933,91543.25349999999,91543.14486536228,,91552.77159340364,,91559.1538147805,91557.59568404422,91528.91131595576,28.68436808846309,18.675123326325433,-6.5880142892710865,-6.151938710326789,-0.4360755789442976,,,,2.8624375862928986e-05,,,-0.00011142599271274367,,,-1.4419626422346177e-05,,,0.00024133370026846457,-0.00013500562632673407,0.0,0,0,0
2025-12-08 07:45:56,91555.1,,,,0.00024133370026846457,0.0002413045839748662,91543.253,7.170222120917811,32.06620815228988,91540.15699999999,91541.17799084217,91543.253,91544.28344961349,,91552.86290346624,,91559.07354122048,91557.59344424184,91528.91255575816,28.680888483679155,68.18307140887174,-4.827664830881986,-5.887083934437829,1.0594191035558431,,,,1.0925021576291272e-07,,,2.8624375862928986e-05,,,-0.00011142599271274367,,,-3.669921173155011e-05,0.0001199483763163478,-1.0922383242295552e-07,0,0,0
2025-12-08 07:45:57,91551.74,,,,-3.669921173155011e-05,-3.6699885162860824e-05,91543.08499999999,6.912775739251647,30.91487293235609,91541.14099999999,91543.0983561436,91543.08499999999,91544.99359726935,,91552.8188680362,,91558.92832258245,91556.91055147849,91529.2594485215,27.6511029569956,62.4179707218685,-3.6614917243859963,-5.441965492427463,1.7804737680414666,,,,0.00024133370026846457,,,1.0925021576291272e-07,,,2.8624375862928986e-05,,,-0.00013500562632673407,0.0,0.0,0,0,0
2025-12-08 07:45:58,91539.38,,,,-0.00013500562632673407,-0.00013501474040644723,91542.299,6.345133983084607,28.376301825042365,91540.889,91542.42229139022,91542.299,91544.45896895799,,91552.2918536034,,91558.54122708576,91554.98926796617,91529.60873203383,25.380535932345083,47.575990765689674,-3.692079840664519,-5.091988362074875,1.3999085214103557,,,,-3.669921173155011e-05,,,0.00024133370026846457,,,1.0925021576291272e-07,,,0.0001199483763163478,0.0,1.0922384441336419e-07,0,0,0
2025-12-08 07:45:59,91550.36,,,,0.0001199483763163478,0.0001199411830850039,91542.0615,5.914672456129963,26.45121935310448,91541.735,91543.86551113745,91542.0615,91545.02097191437,,91552.21609463856,,91558.37922258902,91553.89084491225,91530.23215508774,23.658689824515022,56.71167593327837,-2.7980724692024523,-4.63320518350039,1.835132714297938,,,,-0.00013500562632673407,,,-3.669921173155011e-05,,,0.00024133370026846457,,,0.0,-8.738359958404551e-06,-5.166287277680315e-05,0,0,0
2025-12-08 07:46:00,91550.36,,,,0.0,0.0,91542.242,6.116909780542569,27.355652163053012,91542.581,91545.04632729427,91542.242,91545.52945077968,,91552.14330661352,,91558.22042610211,91554.47581956108,91530.00818043892,24.46763912215829,56.71167593327837,-2.065752477676142,-4.11971464233554,2.0539621646593984,,,,0.0001199483763163478,,,-0.00013500562632673407,,,-3.669921173155011e-05,,,0.0,6.051367150217146e-05,-8.519899098180517e-05,0,0,0
2025-12-08 07:46:01,91550.36,,,,0.0,0.0,91542.665,6.378918816170178,28.52739219181801,91543.427,91546.0124496044,91542.665,91545.98950308637,,91552.07337302083,,91558.06477410009,91555.42283763233,91529.90716236766,25.51567526467261,56.72068636797589,-1.4684561597678112,-3.5894629458219947,2.1210067860541835,,,,0.0,,,0.0001199483763163478,,,-0.00013500562632673407,,,-8.738359958404551e-06,1.0922384441336419e-07,0.00013676695588005217,0,0,0
2025-12-08 07:46:02,91549.56,,,,-8.738359958404551e-06,-8.738398138419257e-06,91543.0475,6.5581061732078565,29.328742413907555,91544.325,91546.65745876724,91543.0475,91546.32955041148,,91551.97480937296,,91557.89636273177,91556.16371234642,91529.93128765358,26.232424692832865,56.008785691876845,-1.0475720798131078,-3.0810847726202173,2.0335126928071094,,,,0.0,,,0.0,,,0.0001199483763163478,,,6.051367150217146e-05,0.0,1.0922384441336419e-07,0,0,0
2025-12-08 07:46:03,91555.1,,,,6.051367150217146e-05,6.051184062272341e-05,91543.7075,7.079995446780468,31.662702198780245,91546.79699999999,91548.1924662641,91543.7075,91547.16483132467,,91552.09736586813,,91557.84098921233,91557.86749089356,91529.54750910644,28.319981787120923,59.52655889146352,-0.2639441302308114,-2.5176566441423365,2.253712513911525,,,,-8.738359958404551e-06,,,0.0,,,0.0,,,1.0922384441336419e-07,-1.0922383242295552e-07,0.0,0,0,0
2025-12-08 07:46:04,91555.11,,,,1.0922384441336419e-07,1.0922383886224907e-07,91544.36799999999,7.505875312756069,33.56729485992013,91549.008,91549.45019967062,91544.36799999999,91547.92151405565,,91552.21550838312,,91557.78691021803,91559.3797506255,91529.35624937447,30.023501251038397,59.53240005773389,0.3538150226522703,-1.9433623107834153,2.2971773334356858,,,,6.051367150217146e-05,,,-8.738359958404551e-06,,,0.0,,,0.0,0.0,7.634745892404204e-05,0,0,0
2025-12-08 07:46:05,91555.11,,,,0.0,0.0,91545.028,7.850785813843553,35.10978151309039,91551.21800000001,91550.47925427595,91545.028,91548.60613176464,,91552.3290178583,,91557.7339020949,91560.72957162769,91529.32642837233,31.40314325536019,59.53240005773389,0.8337822789180791,-1.3879333928431166,2.2217156717611957,,,,1.0922384441336419e-07,,,6.051367150217146e-05,,,-8.738359958404551e-06,,,-1.0922383242295552e-07,1.0922384441336419e-07,0.0,0,0,0
2025-12-08 07:46:06,91555.1,,,,-1.0922383242295552e-07,-1.0922383886224907e-07,91545.6875,8.124318190022784,36.333055487458,91551.21800000001,91551.31938986214,91545.6875,91549.2245954061,,91552.43768382464,,91557.68174561777,91561.93613638004,91529.43886361996,32.49727276008343,60.67961165048907,1.1995254879147978,-0.8704416166915337,2.0699671046063317,,,,0.0,,,1.0922384441336419e-07,,,6.051367150217146e-05,,,0.0,-5.166287277680315e-05,0.00012341350842759446,0,0,0
2025-12-08 07:46:07,91555.1,,,,0.0,0.0,91546.3475,8.333901515723039,37.2703406138905,91551.554,91552.00677352356,91546.3475,91549.78415774838,,91552.54208838053,,91557.63062194217,91563.01530303145,91529.67969696855,33.335606062901206,71.39148494288825,1.4724066289927578,-0.40187196755467547,1.8742785965474331,,,,-1.0922383242295552e-07,,,0.0,,,1.0922384441336419e-07,,,1.0922384441336419e-07,-8.519899098180517e-05,1.0920201720665546e-07,0,0,0
2025-12-08 07:46:08,91555.11,,,,1.0922384441336419e-07,1.0922383886224907e-07,91547.008,8.484972226487947,37.94594937124958,91553.12700000001,91552.57099651928,91547.008,91550.29138081997,,91552.64279079699,,91557.58070863638,91563.97794445297,91530.03805554703,33.93988890593755,70.0380641653084,1.6702205528708873,0.012546536530437096,1.6576740163404502,,,,0.0,,,-1.0922383242295552e-07,,,0.0,,,-5.166287277680315e-05,0.00013676695588005217,7.665980768867264e-05,0,0,0
2025-12-08 07:46:09,91550.38,,,,-5.166287277680315e-05,-5.1664207349588764e-05,91547.432,8.427971973078387,37.6910364885326,91553.129,91552.17263351577,91547.432,91550.29982074187,,91552.55405390299,,91557.43812034655,91564.28794394615,91530.57605605385,33.71188789230655,64.50158624145104,1.4288471820909763,0.29580666564254493,1.1330405164484314,,,,1.0922384441336419e-07,,,0.0,,,-1.0922383242295552e-07,,,-8.519899098180517e-05,1.0922384441336419e-07,0.0,0,0,0
2025-12-08 07:46:10,91542.58,,,,-8.519899098180517e-05,-8.520262062106099e-05,91547.466,8.405822793882052,37.591982347874946,91552.351,91550.42851833109,91547.466,91549.56459971884,,91552.16291453424,,91557.14390014166,91564.27764558776,91530.65435441224,33.623291175521445,36.271929824554306,0.6012316103151534,0.3568916545770666,0.24433995573808676,,,,-5.166287277680315e-05,,,1.0922384441336419e-07,,,0.0,,,0.00013676695588005217,0.0,1.0919363457873033e-07,0,0,0
2025-12-08 07:46:11,91555.1,,,,0.00013676695588005217,0.0001367576041317875,91548.126,8.463808026876048,37.85130019320643,91552.825,91551.27787863452,91548.126,91550.091780698,,91552.27809435643,,91557.10342687153,91565.05361605376,91531.19838394625,33.855232107511256,53.06793279766336,0.94470964827633,0.47445525331691935,0.4702543949594106,,,,-8.519899098180517e-05,,,-5.166287277680315e-05,,,1.0922384441336419e-07,,,1.0922384441336419e-07,7.634745892404204e-05,1.6925011498081233e-05,0,0,0
2025-12-08 07:46:12,91555.11,,,,1.0922384441336419e-07,1.0922383886224907e-07,91548.85250000001,8.405396058171826,37.59007392776196,91553.38,91551.97462797369,91548.85250000001,91550.5697063458,,91552.38914947971,,91557.0639530721,91565.66329211635,91532.04170788366,33.62158423269284,68.54515444470647,1.2038481720519485,0.6203338370639252,0.5835143349880233,,,,0.00013676695588005217,,,-8.519899098180517e-05,,,-5.166287277680315e-05,,,0.0,0.0,4.367670979843474e-05,0,0,0
2025-12-08 07:46:13,91555.11,,,,0.0,0.0,91550.089,7.289889826612967,32.6013784015815,91553.38100000001,91552.54469561482,91550.089,91551.00211526525,,91552.49584950012,,91557.02526093205,91564.66877965324,91535.50922034678,29.159559306455776,57.55647470569687,1.393157862505177,0.7748986421521756,0.6182592203530014,,,,1.0922384441336419e-07,,,0.00013676695588005217,,,-8.519899098180517e-05,,,7.634745892404204e-05,0.00012341350842759446,0.0,0,0,0
2025-12-08 07:46:14,91562.1,,,,7.634745892404204e-05,7.634454460436757e-05,91551.54400000001,6.567852649149632,29.372329979401307,91554.07999999999,91554.28202368485,91551.54400000001,91552.05905666856,,91552.87248285305,,91557.12575081458,91564.6797052983,91538.40829470172,26.271410596586065,65.27850078085082,2.0832078152743634,1.0365604767766132,1.0466473384977502,,,,0.0,,,1.0922384441336419e-07,,,0.00013676695588005217,,,0.0,1.0920201720665546e-07,-1.091870056590949e-07,0,0,0
2025-12-08 07:46:15,91562.1,,,,0.0,0.0,91552.99850000002,5.3567746334420505,23.956224441045887,91554.77900000001,91555.70347392396,91552.99850000002,91553.01533698585,,91553.23434627059,,91557.22425079845,91563.7120492669,91542.28495073313,21.427098533778917,65.27850078085082,2.6001049826591043,1.3492693779531115,1.2508356047059928,,,,7.634745892404204e-05,,,0.0,,,1.0922384441336419e-07,,,0.00012341350842759446,7.665980768867264e-05,1.0918701764950356e-07,0,0,0
2025-12-08 07:46:16,91573.4,,,,0.00012341350842759446,0.00012340589360704257,91553.9135,7.034748545966742,31.460351906798877,91556.609,91558.9210241196,91553.9135,91554.95673346339,,91554.02515622077,,91557.54456266382,91567.98299709192,91539.84400290807,28.138994183856994,74.36631234669302,3.876875071262475,1.8547905166149843,2.022084554647491,,,,0.0,,,7.634745892404204e-05,,,0.0,,,1.0920201720665546e-07,0.0,0.0,0,0,0
2025-12-08 07:46:17,91573.41,,,,1.0920201720665546e-07,1.0920201276576336e-07,91554.997,8.246772957355823,36.88068985530919,91558.44,91561.55538337058,91554.997,91556.71418741926,,91554.7853461729,,91557.85872973979,91571.49054591471,91538.5034540853,32.987091829418205,71.09933164324045,4.833810325057129,2.4505944783034135,2.383215846753716,,,,0.00012341350842759446,,,0.0,,,7.634745892404204e-05,,,7.665980768867264e-05,1.0919363457873033e-07,-6.201821916218542e-05,0,0,0
2025-12-08 07:46:18,91580.43,,,,7.665980768867264e-05,7.665686947433414e-05,91557.0495,9.207741865551936,41.17827346128972,91560.97200000001,91564.98713184864,91557.0495,91558.97283623647,,91555.791018872,,91558.30568558653,91575.4649837311,91538.63401626889,36.830967462214176,75.11904761905026,6.088459765203879,3.1781675356835066,2.9102922295203726,,,,1.0920201720665546e-07,,,0.00012341350842759446,,,0.0,,,0.0,1.6925011498081233e-05,-0.00011760169844377,0,0,0
2025-12-08 07:46:19,91580.43,,,,0.0,0.0,91558.553,10.431621511910809,46.6516296323634,91563.977,91567.79492605798,91558.553,91561.01637564252,,91556.75725342604,,91558.74379082244,91579.41624302382,91537.68975697618,41.72648604764254,75.11904761905026,7.002063061445369,3.9429466408358795,3.05911642060949,,,,7.665980768867264e-05,,,1.0920201720665546e-07,,,0.00012341350842759446,,,1.0919363457873033e-07,4.367670979843474e-05,0.0,0,0,0
2025-12-08 07:46:20,91580.44,,,,1.0919363457873033e-07,1.0919363013783823e-07,91560.057,11.318896682294671,50.61964482381545,91567.763,91570.09403041107,91560.057,91562.86624462894,91551.76400000001,91557.6859885858,,91559.17341872695,91582.69479336459,91537.41920663542,45.275586729170755,75.13888888888833,7.638851250114385,4.682127562691581,2.9567236874228042,,,,0.0,,,7.665980768867264e-05,,,1.0920201720665546e-07,,,1.6925011498081233e-05,0.0,-1.0920662041336016e-07,0,0,0
2025-12-08 07:46:21,91581.99,,,,1.6925011498081233e-05,1.692486827131745e-05,91561.6385,12.0770178764688,54.01006587452879,91570.452,91572.25693397269,91561.6385,91564.68755466428,91552.0314,91558.63908707263,,91559.6252322175,91585.79253575295,91537.48446424706,48.30807150588953,75.88065447545806,8.174353662892827,5.38057278273183,2.7937808801609965,,,,1.0919363457873033e-07,,,0.0,,,7.665980768867264e-05,,,4.367670979843474e-05,-1.091870056590949e-07,0.0,0,0,0
2025-12-08 07:46:22,91585.99,,,,4.367670979843474e-05,4.3675755998506816e-05,91563.45999999999,12.879974256224832,57.60099597073204,91573.54000000001,91574.75385506856,91563.45999999999,91566.71635898197,91552.7888,91559.71167189331,,91560.14730682706,91589.21994851244,91537.70005148754,51.51989702490391,77.60100107258077,8.819840126874624,6.068426251560389,2.7514138753142348,,,,1.6925011498081233e-05,,,1.0919363457873033e-07,,,0.0,,,0.0,1.0918701764950356e-07,1.0920663240376882e-07,0,0,0
2025-12-08 07:46:23,91585.99,,,,0.0,0.0,91565.0045,13.653576155750002,61.060648840454526,91576.628,91576.79679051063,91565.0045,91568.55194384082,91553.5464,91560.74219456417,,91560.65904332553,91592.3116523115,91537.69734768849,54.614304623013595,84.76859988283161,9.225052141366177,6.699751429521547,2.52530071184463,,,,4.367670979843474e-05,,,1.6925011498081233e-05,,,1.0919363457873033e-07,,,-1.091870056590949e-07,0.0,-1.0920662041336016e-07,0,0,0
2025-12-08 07:46:24,91585.98,,,,-1.091870056590949e-07,-1.0918701143225462e-07,91566.54800000001,14.209717431119604,63.54778823409424,91579.016,91578.46646496325,91566.54800000001,91570.21175871312,91554.164,91561.7319124244,,91561.16044840819,91594.96743486225,91538.12856513777,56.8388697244809,99.97696913862434,9.436599421766005,7.247121027970439,2.1894783937955653,,,,0.0,,,4.367670979843474e-05,,,1.6925011498081233e-05,,,1.0918701764950356e-07,-6.201821916218542e-05,1.0920663240376882e-07,0,0,0
2025-12-08 07:46:25,91585.99,,,,1.0918701764950356e-07,1.0918701143225462e-07,91568.092,14.574473214223318,65.17902568650639,91581.405,91579.83438042447,91568.092,91571.71444835949,91554.7818,91562.68320997639,,91561.65212269714,91597.24094642846,91538.94305357155,58.2978928569064,99.96764801032252,9.495599719273741,7.6968167662311,1.7987829530426414,,,,-1.091870056590949e-07,,,0.0,,,4.367670979843474e-05,,,0.0,-0.00011760169844377,-1.0920662041336016e-07,0,0,0
2025-12-08 07:46:26,91585.99,,,,0.0,0.0,91569.63650000001,14.760771009259027,66.01217475402272,91582.664,91580.95358398365,91569.63650000001,91573.0740247062,91555.3994,91563.59720174201,,91562.13406086154,91599.15804201852,91540.1149579815,59.04308403702453,99.96763754042296,9.433613060973585,8.044176025179597,1.3894370357939874,,,,1.0918701764950356e-07,,,-1.091870056590949e-07,,,0.0,,,-6.201821916218542e-05,0.0,1.0920663240376882e-07,0,0,0
2025-12-08 07:46:27,91580.31,,,,-6.201821916218542e-05,-6.202014237111086e-05,91570.897,14.528671145750845,64.9741926092773,91583.354,91580.83656871389,91570.897,91573.76316521037,91555.90360000002,91564.25260559528,,91562.49398044845,91599.9543422915,91541.8396577085,58.11468458300806,84.44505194091832,8.82443704023899,8.200228228191476,0.6242088120475149,,,,0.0,,,1.0918701764950356e-07,,,-1.091870056590949e-07,,,-0.00011760169844377,-1.0920662041336016e-07,-1.0920662041336016e-07,0,0,0
2025-12-08 07:46:28,91569.54,,,,-0.00011760169844377,-0.00011760861406706624,91571.6185,14.053964143829544,62.85123835789499,91582.26499999998,91578.78264712954,91571.6185,91573.36095899987,91556.1924,91564.45995439547,,91562.63350558808,91599.72642828766,91543.51057171234,56.215856575319776,59.21704658075112,7.387453695904696,8.03767332173412,-0.6502196258294237,,,,-6.201821916218542e-05,,,0.0,,,1.0918701764950356e-07,,,0.0,0.0,-1.0920663229274652e-07,0,0,0
2025-12-08 07:46:29,91569.54,,,,0.0,0.0,91572.5765,13.15425737559312,58.827627370708406,91581.176,91577.10216583325,91572.5765,91572.99705814273,91556.48100000001,91564.65917187015,,91562.77026785366,91598.88501475118,91546.2679852488,52.61702950237668,59.21704658075112,6.177424537847401,7.6656235649567765,-1.488199027109376,,,,-0.00011760169844377,,,-6.201821916218542e-05,,,0.0,,,-1.0920662041336016e-07,1.0920663240376882e-07,-3.6038192621212772e-06,0,0,0
2025-12-08 07:46:30,91569.53,,,,-1.0920662041336016e-07,-1.0920662596447528e-07,91573.924,11.14694029286559,49.85063247195775,91580.08499999999,91575.72540840901,91573.924,91572.66686212915,91556.9366,91564.850184738,,91562.90412393576,91596.21788058573,91551.63011941427,44.58776117145317,43.34365325079026,5.1582002739742165,7.164138906760265,-2.005938632786049,,,,0.0,,,-0.00011760169844377,,,-6.201821916218542e-05,,,0.0,-1.0920662041336016e-07,-1.0920703796823972e-07,0,0,0
2025-12-08 07:46:31,91569.53,,,,0.0,0.0,91574.64550000001,10.299167812473828,46.05927868073857,91578.839,91574.59897051645,91574.64550000001,91572.36811335494,91557.4892,91565.03370690513,,91563.03532940238,91595.24383562496,91554.04716437506,41.19667124989792,43.32415691672215,4.300879836198874,6.591487092647988,-2.290607256449114,,,,-1.0920662041336016e-07,,,0.0,,,-0.00011760169844377,,,1.0920663240376882e-07,1.0920663240376882e-07,0.0,0,0,0
